"itc","transaction_type","pos_entry_mode","CARD_PRESENT/CARD_NOT_PRESENT","transaction_status","ca_name","ca_city","ca_country","date","eci","txn_amt","txn_curr","bill_curr","bill_amt","issuerfee","networkname","mcc"
wcredit,wcredit,,,maximum account balance limit reached,,,,2024-11-24 14:28:47.225,NA,5000000.00,"368",,,,,
wcredit,wcredit,,,Min-Max Reload amount to Card - IQD,,,,2024-11-24 14:28:21.702,NA,5000.00,"368",,,,,
wtransfer,wtransfer,,,maximum account balance limit reached,,,,2024-11-24 14:13:17.093,NA,5000000.00,"368",,,,,
wtransfer,wtransfer,,,maximum account balance limit reached,,,,2024-11-24 14:12:11.692,NA,5000000.00,"368",,,,,
wtransfer,wtransfer,,,maximum account balance limit reached,,,,2024-11-24 14:11:09.504,NA,1000000.00,"368",,,,,
wtransfer,wtransfer,,,maximum account balance limit reached,,,,2024-11-24 14:07:30.835,NA,1000000.00,"368",,,,,
wtransfer,wtransfer,,,maximum account balance limit reached,,,,2024-11-24 14:03:02.679,NA,5000000.00,"368",,,,,
wtransfer,wtransfer,,,maximum account balance limit reached,,,,2024-11-24 14:00:06.657,NA,100000.00,"368",,,,,
wtransfer,wtransfer,,,maximum account balance limit reached,,,,2024-11-24 13:59:13.133,NA,5000000.00,"368",,,,,
wtransfer,wtransfer,,,advance velocity cumulative amount limit was exceeded with velocity id: ac0e101c-235f-455f-9045-ce787a971f00. Consumed: 14811000.00/10000000.00,,,,2024-11-24 13:58:31.744,NA,14797500.00,"368",,,,,
wtransfer,wtransfer,,,advance velocity cumulative amount limit was exceeded with velocity id: ac0e101c-235f-455f-9045-ce787a971f00. Consumed: 14013500.00/10000000.00,,,,2024-11-24 13:52:38.307,NA,14000000.00,"368",,,,,
wtransfer,wtransfer,,,advance velocity cumulative amount limit was exceeded with velocity id: ac0e101c-235f-455f-9045-ce787a971f00. Consumed: 14811000.00/10000000.00,,,,2024-11-24 13:52:18.091,NA,14797500.00,"368",,,,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:51:46.027,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:51:15.770,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:50:55.344,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,maximum account balance limit reached,,,,2024-11-24 13:50:16.038,NA,5000000.00,"368",,,,,
wcredit,wcredit,,,maximum account balance limit reached,,,,2024-11-24 13:49:21.150,NA,5000000.00,"368",,,,,
"100.00.100",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,advance velocity cumulative amount limit was exceeded,GRAVITY GROUP IND LLC,Sharjah,ARE,2024-11-24 13:45:18.829,"3DS Txn",43882.29,"840","368",57485783.23,,VISA,"5085"
wtransfer,wtransfer,,,Approved,,,,2024-11-24 13:39:14.676,NA,13500.00,"368",,,0.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:38:30.280,NA,19000.00,"368",,,5500.00,,
wcredit,wcredit,,,maximum account balance limit reached,,,,2024-11-24 13:38:16.136,NA,19000.00,"368",,,,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:37:41.580,NA,675000.00,"368",,,13500.00,,
wcredit,wcredit,,,maximum account balance limit reached,,,,2024-11-24 13:37:17.389,NA,688000.00,"368",,,,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:36:03.906,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:58.241,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:57.050,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:55.854,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:54.615,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:52.937,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:51.714,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:50.103,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:48.777,NA,5000000.00,"368",,,67500.00,,
wcredit,wcredit,,,Approved,,,,2024-11-24 13:35:47.704,NA,5000000.00,"368",,,67500.00,,
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,DNH*GODADDY#3428746512,TEMPE,USA,2024-11-24 12:14:21.047,,11.99,"840","368",15706.90,,VISA,"4816"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *F6D9MDGTD2,fb.me/ads,IRL,2024-11-24 10:54:42.165,Non 3DS Txn,25.00,"840","368",32749.99,1310.00,VISA,"7311"
"100.00.100",Online Authorization,UNKNOWN,CARD_NOT_PRESENT,Approved,NASS WALLET,ERBIL,IRQ,2024-11-24 10:43:37.749,NA,250.00,"368",,,750.00,CBI,"5732"
"100.00.100",Online Authorization,UNKNOWN,CARD_NOT_PRESENT,Approved,NASS WALLET,ERBIL,IRQ,2024-11-24 10:42:05.761,NA,250.00,"368",,,750.00,CBI,"5732"
wtransfer,wtransfer,,,Approved,,,,2024-11-24 10:36:06.880,NA,10000.00,"368",,,5500.00,,
wtransfer,wtransfer,,,Transfer Transaction Limit - IQD,,,,2024-11-24 10:35:45.351,NA,1.00,"368",,,,,
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com,Luxembourg,LUX,2024-11-24 08:56:55.849,Non 3DS Txn,533.13,"840","368",698400.10,27936.00,VISA,"5300"
"100.00.100",Online Authorization,ICC,CARD_PRESENT,Incorrect PIN,Gullan                   ,e            ,IRQ,2024-11-24 06:56:46.278,NA,1.00,"368",,,,CBI,"5311"
"100.00.100",Online Authorization,CONTACTLESS,CARD_PRESENT,Minimum account balance limit reached,Gullan                   ,e            ,IRQ,2024-11-24 06:55:58.566,NA,1.00,"368",,,750.00,CBI,"5311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *LBKZJDGTD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:03.056,Non 3DS Txn,15.00,"840","368",19649.99,786.00,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *MSQP9EYSD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:02.897,Non 3DS Txn,10.00,"840","368",13100.00,524.00,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK*                  ,DUBLIN       ,IRL,2024-11-24 03:00:02.696,Non 3DS Txn,10.00,"840","368",13100.00,524.00,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *Q9ME9EYSD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:02.481,Non 3DS Txn,7.00,"840","368",9170.00,366.80,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *XF6CKDQSD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:02.155,Non 3DS Txn,5.00,"840","368",6550.00,262.00,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *AWZ4UFCTD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:01.716,Non 3DS Txn,3.00,"840","368",3930.00,157.20,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *K5VZTFCTD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:01.366,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,FACEBK *GU5LXELSD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:01.097,Non 3DS Txn,0.14,"840","368",183.40,7.34,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *KWTXTFCTD2       ,fb.me/ads    ,IRL,2024-11-24 03:00:00.854,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *JBMFUCCX52       ,fb.me/ads    ,IRL,2024-11-24 03:00:00.632,Non 3DS Txn,37.00,"840","368",48469.99,1938.80,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com              ,Luxembourg   ,LUX,2024-11-24 03:00:00.437,Non 3DS Txn,15.24,"840","368",19964.39,798.58,VISA,"5300"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,Alibaba.com              ,Luxembourg   ,LUX,2024-11-24 03:00:00.257,Non 3DS Txn,517.90,"840","368",678448.80,27137.95,VISA,"5300"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,IBS ACADEMY              ,ABU DHABI    ,ARE,2024-11-24 03:00:00.058,Non 3DS Txn,450.00,"840","368",589499.83,44212.48,VISA,"8299"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,Spotify AB,STOCKHOLM,SWE,2024-11-24 02:33:45.681,Non 3DS Txn,7200.00,"368","368",7200.00,,VISA,"5815"
"100.00.113",Online Authorization,UNKNOWN,CARD_NOT_PRESENT,Account Verification without CVV2 transaction is not allowed,Visa Provisioning Service,"",IRQ,2024-11-23 20:07:27.433,NA,0.00,"840",,,,VISA,"6012"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK*,DUBLIN,IRL,2024-11-23 20:07:25.258,Non 3DS Txn,10.00,"840","368",13100.00,524.00,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *2SUC8FLTD2,fb.me/ads,IRL,2024-11-23 11:49:11.460,Non 3DS Txn,15.00,"840","368",19649.99,786.00,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,Google One,"650-2530000",USA,2024-11-23 09:36:34.221,,2350.00,"368","368",2350.00,,VISA,"5817"
"100.00.100",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,Approved,IBS ACADEMY,+971552487221,ARE,2024-11-23 08:41:04.556,Non 3DS Txn,450.00,"840","368",589499.83,44212.48,VISA,"8299"
wcredit,wcredit,,,Approved,,,,2024-11-23 07:41:59.557,NA,650000.00,"368",,,13500.00,,
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com,Luxembourg,LUX,2024-11-23 07:09:27.279,Non 3DS Txn,15.24,"840","368",19964.39,798.58,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com,Luxembourg,LUX,2024-11-23 07:09:14.050,Non 3DS Txn,517.90,"840","368",678448.80,27137.95,VISA,"5300"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *9PJNHDGTD2       ,fb.me/ads    ,IRL,2024-11-23 03:00:01.301,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *DTQ36FLTD2       ,fb.me/ads    ,IRL,2024-11-23 03:00:01.064,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,FACEBK *KFMM9H8TD2       ,fb.me/ads    ,IRL,2024-11-23 03:00:00.898,Non 3DS Txn,2.17,"840","368",2842.70,113.71,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK*                  ,DUBLIN       ,IRL,2024-11-23 03:00:00.698,Non 3DS Txn,10.00,"840","368",13100.00,524.00,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *Y58AJDUX52       ,fb.me/ads    ,IRL,2024-11-23 03:00:00.530,Non 3DS Txn,33.00,"840","368",43229.99,1729.20,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK*                  ,DUBLIN       ,IRL,2024-11-23 03:00:00.372,Non 3DS Txn,1.80,"840","368",2358.00,94.32,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com              ,Luxembourg   ,LUX,2024-11-23 03:00:00.209,Non 3DS Txn,15.24,"840","368",19964.39,798.58,VISA,"5300"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com              ,Luxembourg   ,LUX,2024-11-23 03:00:00.041,Non 3DS Txn,517.90,"840","368",678448.80,27137.95,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *LBKZJDGTD2,fb.me/ads,IRL,2024-11-23 00:01:40.460,Non 3DS Txn,15.00,"840","368",19649.99,786.00,VISA,"7311"
"100.00.100",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,Minimum account balance limit reached,DISCORD* NITROBASIC-MO,+18885940085,USA,2024-11-22 22:36:13.368,Non 3DS Txn,2.99,"840","368",3916.90,,VISA,"7372"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,DISCORD* NITROBASIC-MO,+18885940085,USA,2024-11-22 22:36:12.632,Non 3DS Txn,2.99,"840","368",3916.90,,VISA,"7372"
"100.00.113",Online Authorization,UNKNOWN,CARD_NOT_PRESENT,Account Verification without CVV2 transaction is not allowed,Visa Provisioning Service,"",IRQ,2024-11-22 20:20:34.018,NA,0.00,"840",,,,VISA,"6012"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK*,DUBLIN,IRL,2024-11-22 20:20:31.820,Non 3DS Txn,10.00,"840","368",13100.00,524.00,VISA,"7311"
"100.00.100",Online Authorization,ICC,CARD_PRESENT,Incorrect PIN,PARFOIS 3 Fashion Palace ,ERBIL        ,IRQ,2024-11-22 19:06:25.708,NA,72500.00,"368",,,,CBI,"5651"
"100.00.100",Online Authorization,ICC,CARD_PRESENT,Approved,ALDO 3 Fashion Palace    ,ERBIL        ,IRQ,2024-11-22 18:44:58.963,NA,17500.00,"368",,,750.00,CBI,"5651"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *MSQP9EYSD2,fb.me/ads,IRL,2024-11-22 18:39:12.852,Non 3DS Txn,10.00,"840","368",13100.00,524.00,VISA,"7311"
"100.00.100",Online Authorization,CONTACTLESS,CARD_PRESENT,Approved,Mr espresso              ,Erbil        ,IRQ,2024-11-22 18:33:29.116,NA,1000.00,"368",,,750.00,CBI,"5311"
"100.00.100",Online Authorization,CONTACTLESS,CARD_PRESENT,Approved,PUMA                  ,ERBIL     ,IRQ,2024-11-22 18:17:03.085,NA,70000.00,"368",,,1050.00,CBI,"5691"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *Q9ME9EYSD2,fb.me/ads,IRL,2024-11-22 14:49:15.563,Non 3DS Txn,7.00,"840","368",9170.00,366.80,VISA,"7311"
"100.00.113",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,Card not found,DR SCHULZE / ABP,MARINA DEL RE,USA,2024-11-22 13:10:58.648,Non 3DS Txn,0.00,"840",,,,VISA,"5499"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *XF6CKDQSD2,fb.me/ads,IRL,2024-11-22 12:03:43.783,Non 3DS Txn,5.00,"840","368",6550.00,262.00,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *AWZ4UFCTD2,fb.me/ads,IRL,2024-11-22 10:00:12.517,Non 3DS Txn,3.00,"840","368",3930.00,157.20,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *K5VZTFCTD2,fb.me/ads,IRL,2024-11-22 08:33:42.661,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"100.00.100",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,Approved,FACEBK *GU5LXELSD2,fb.me/ads,IRL,2024-11-22 07:36:45.529,Non 3DS Txn,0.14,"840","368",183.40,7.34,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *KWTXTFCTD2,fb.me/ads,IRL,2024-11-22 07:33:40.418,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *JBMFUCCX52,fb.me/ads,IRL,2024-11-22 07:06:47.495,Non 3DS Txn,37.00,"840","368",48469.99,1938.80,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com,Luxembourg,LUX,2024-11-22 05:08:45.060,Non 3DS Txn,15.24,"840","368",19964.39,798.58,VISA,"5300"
"100.00.100",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,Approved,Alibaba.com,Luxembourg,LUX,2024-11-22 05:08:26.716,Non 3DS Txn,517.90,"840","368",678448.80,27137.95,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *9PJNHDGTD2,fb.me/ads,IRL,2024-11-22 04:46:42.870,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *VYVG4DGX52       ,fb.me/ads    ,IRL,2024-11-22 03:00:01.471,Non 3DS Txn,30.00,"840","368",39299.99,1572.00,VISA,"7311"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,APPLE.COM/BILL           ,ITUNES.COM   ,IRL,2024-11-22 03:00:01.214,Non 3DS Txn,4.99,"840","840",4.99,0.00,VISA,"5818"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,APPLE.COM/BILL           ,ITUNES.COM   ,IRL,2024-11-22 03:00:01.011,Non 3DS Txn,0.99,"840","840",0.99,0.00,VISA,"5818"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com              ,Luxembourg   ,LUX,2024-11-22 03:00:00.798,Non 3DS Txn,15.24,"840","368",19964.39,798.58,VISA,"5300"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,RipeNCCCom               ,Amsterdam    ,NLD,2024-11-22 03:00:00.604,"3DS Txn",1496.10,"978","368",2076307.92,83052.32,VISA,"4816"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *8EAC6DYX52       ,fb.me/ads    ,IRL,2024-11-22 03:00:00.431,Non 3DS Txn,27.00,"840","368",35369.99,1414.80,VISA,"7311"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com              ,Luxembourg   ,LUX,2024-11-22 03:00:00.245,Non 3DS Txn,517.90,"840","368",678448.80,27137.95,VISA,"5300"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,APPLE.COM/BILL           ,ITUNES.COM   ,IRL,2024-11-22 03:00:00.036,Non 3DS Txn,19.96,"840","368",26147.59,1045.90,VISA,"5818"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *DTQ36FLTD2,fb.me/ads,IRL,2024-11-22 02:28:37.699,Non 3DS Txn,2.00,"840","368",2620.00,104.80,VISA,"7311"
"100.00.100",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,Approved,FACEBK *KFMM9H8TD2,fb.me/ads,IRL,2024-11-21 23:44:40.517,Non 3DS Txn,2.17,"840","368",2842.70,113.71,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,advance velocity cumulative amount limit was exceeded,Alibaba.com,Luxembourg,LUX,2024-11-21 22:38:41.857,Non 3DS Txn,517.90,"840","368",678448.80,,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,advance velocity cumulative amount limit was exceeded,Alibaba.com,Luxembourg,LUX,2024-11-21 22:38:39.202,Non 3DS Txn,517.90,"840","368",678448.80,,VISA,"5300"
"100.00.113",Online Authorization,UNKNOWN,CARD_NOT_PRESENT,Account Verification without CVV2 transaction is not allowed,Visa Provisioning Service,"",IRQ,2024-11-21 21:56:31.481,NA,0.00,"840",,,,VISA,"6012"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK*,DUBLIN,IRL,2024-11-21 21:56:29.829,Non 3DS Txn,10.00,"840","368",13100.00,524.00,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,advance velocity cumulative amount limit was exceeded,Alibaba.com,Luxembourg,LUX,2024-11-21 21:17:58.982,Non 3DS Txn,517.90,"840","368",678448.80,,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,advance velocity cumulative amount limit was exceeded,Alibaba.com,Luxembourg,LUX,2024-11-21 21:17:55.941,Non 3DS Txn,517.90,"840","368",678448.80,,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,advance velocity cumulative amount limit was exceeded,Alibaba.com,Luxembourg,LUX,2024-11-21 21:16:54.637,Non 3DS Txn,517.90,"840","368",678448.80,,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,advance velocity cumulative amount limit was exceeded,Alibaba.com,Luxembourg,LUX,2024-11-21 21:16:51.546,Non 3DS Txn,517.90,"840","368",678448.80,,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *Y58AJDUX52,fb.me/ads,IRL,2024-11-21 13:58:16.478,Non 3DS Txn,33.00,"840","368",43229.99,1729.20,VISA,"7311"
wtransfer,wtransfer,,,Approved,,,,2024-11-21 09:29:23.248,NA,7000.00,"368",,,0.00,,
applyCharges,applyCharges,,,Approved,,,,2024-11-21 09:27:04.967,NA,3000.00,"368",,,,,
wtransfer,wtransfer,,,Approved,,,,2024-11-21 09:26:35.587,NA,10000.00,"368",,,5500.00,,
"100.00.113",Online Authorization,UNKNOWN,CARD_NOT_PRESENT,Account Verification without CVV2 transaction is not allowed,Visa Provisioning Service,"",IRQ,2024-11-21 07:05:43.126,NA,0.00,"840",,,,VISA,"6012"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK*,DUBLIN,IRL,2024-11-21 07:05:40.590,Non 3DS Txn,1.80,"840","368",2358.00,94.32,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com,Luxembourg,LUX,2024-11-21 06:36:36.757,Non 3DS Txn,15.24,"840","368",19964.39,798.58,VISA,"5300"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,Alibaba.com,Luxembourg,LUX,2024-11-21 06:36:18.029,Non 3DS Txn,517.90,"840","368",678448.80,27137.95,VISA,"5300"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,MICROSOFT#G067178263     ,MSBILL.INFO  ,IRL,2024-11-21 03:00:01.097,,390.00,"840","368",510899.85,0.00,VISA,"5045"
"222.00.200",Clearing,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *YX85FDUX52       ,fb.me/ads    ,IRL,2024-11-21 03:00:00.861,Non 3DS Txn,18.00,"840","368",23579.99,943.20,VISA,"7311"
"222.00.200",Clearing,CONTACTLESS,CARD_PRESENT,Approved,QUENTINHOTELS.COM        ,BERLIN       ,DEU,2024-11-21 03:00:00.629,,96.17,"978","368",133642.41,0.00,VISA,"7011"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,Spotify AB               ,STOCKHOLM    ,SWE,2024-11-21 03:00:00.414,Non 3DS Txn,4500.00,"368","840",3.44,0.14,VISA,"5815"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,Netflix.com              ,Los Gatos    ,NLD,2024-11-21 03:00:00.229,Non 3DS Txn,9.99,"840","368",13086.90,523.48,VISA,"4899"
"222.00.200",Clearing,MANUAL (key entry),CARD_NOT_PRESENT,Approved,AHA OFFERS LIMITED       ,SCARBOROUGH  ,CAN,2024-11-21 03:00:00.039,"3DS Txn",24.99,"978","368",34727.29,1389.09,VISA,"5818"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,Spotify AB,STOCKHOLM,SWE,2024-11-21 02:10:57.189,Non 3DS Txn,7200.00,"368","368",7200.00,,VISA,"5815"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Card Expiry Mismatch,DISCORD* NITROBASIC-MO,+18885940085,USA,2024-11-20 22:36:06.982,Non 3DS Txn,2.99,"840","368",3916.90,,VISA,"7372"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,DISCORD* NITROBASIC-MO,+18885940085,USA,2024-11-20 22:36:05.846,Non 3DS Txn,2.99,"840","368",3916.90,,VISA,"7372"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,GOOGLE*GOOGLE ONE,G.CO/HELPPAY#,USA,2024-11-20 20:21:39.827,,2350.00,"368","368",2350.00,,VISA,"5816"
wtransfer,wtransfer,,,Approved,,,,2024-11-20 19:47:49.681,NA,1000000.00,"368",,,0.00,,
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Approved,FACEBK *VYVG4DGX52,fb.me/ads,IRL,2024-11-20 19:36:29.875,Non 3DS Txn,30.00,"840","368",39299.99,1572.00,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,FACEBK *FHCL7H8TD2,Dublin,IRL,2024-11-20 19:15:59.428,Non 3DS Txn,2.03,"840","368",2659.30,,VISA,"7311"
"100.00.100",Online Authorization,MANUAL (key entry),CARD_NOT_PRESENT,Minimum account balance limit reached,FACEBK *E8BGJCY432,fb.me/ads,IRL,2024-11-20 19:09:17.229,Non 3DS Txn,1.72,"840","368",2253.20,,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,FACEBK*,DUBLIN,IRL,2024-11-20 19:09:15.883,Non 3DS Txn,1.72,"840","368",2253.20,,VISA,"7311"
"100.00.100",Online Authorization,DATA_ON_FILE,CARD_NOT_PRESENT,Minimum account balance limit reached,FACEBK *GYXK7H8TD2,Dublin,IRL,2024-11-20 19:05:36.364,Non 3DS Txn,2.03,"840","368",2659.30,,VISA,"7311"
